,sample_id,input,output,input_grid_width,input_grid_height,output_grid_width,output_grid_height
1108,a85d4709,"[[0, 0, 5], [5, 0, 0], [0, 5, 0]]","[[3, 3, 3], [2, 2, 2], [4, 4, 4]]",3,3,3,3
1109,a85d4709,"[[0, 0, 5], [0, 5, 0], [5, 0, 0]]","[[3, 3, 3], [4, 4, 4], [2, 2, 2]]",3,3,3,3
1110,a85d4709,"[[0, 0, 5], [0, 0, 5], [0, 0, 5]]","[[3, 3, 3], [3, 3, 3], [3, 3, 3]]",3,3,3,3
1111,a85d4709,"[[5, 0, 0], [0, 5, 0], [5, 0, 0]]","[[2, 2, 2], [4, 4, 4], [2, 2, 2]]",3,3,3,3
1112,a85d4709,"[[0, 5, 0], [0, 0, 5], [0, 5, 0]]","[[4, 4, 4], [3, 3, 3], [4, 4, 4]]",3,3,3,3
1114,a87f7484,"[[6, 0, 6], [0, 6, 6], [6, 0, 6], [4, 0, 4], [0, 4, 4], [4, 0, 4], [8, 8, 8], [8, 0, 8], [8, 8, 8]]","[[8, 8, 8], [8, 0, 8], [8, 8, 8]]",3,9,3,3
1125,a9f96cdd,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 2], [0, 0, 0, 0, 0]]","[[0, 0, 0, 3, 0], [0, 0, 0, 0, 0], [0, 0, 0, 8, 0]]",5,3,5,3
1126,a9f96cdd,"[[0, 0, 0, 0, 0], [0, 2, 0, 0, 0], [0, 0, 0, 0, 0]]","[[3, 0, 6, 0, 0], [0, 0, 0, 0, 0], [8, 0, 7, 0, 0]]",5,3,5,3
1127,a9f96cdd,"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 2]]","[[0, 0, 0, 0, 0], [0, 0, 0, 3, 0], [0, 0, 0, 0, 0]]",5,3,5,3
1128,a9f96cdd,"[[0, 0, 2, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 8, 0, 7, 0], [0, 0, 0, 0, 0]]",5,3,5,3
1129,a9f96cdd,"[[0, 0, 0, 0, 0], [0, 0, 0, 2, 0], [0, 0, 0, 0, 0]]","[[0, 0, 3, 0, 6], [0, 0, 0, 0, 0], [0, 0, 8, 0, 7]]",5,3,5,3
1130,aabf363d,"[[0, 0, 0, 0, 0, 0, 0], [0, 8, 8, 8, 0, 0, 0], [0, 8, 8, 8, 8, 8, 0], [0, 0, 0, 8, 8, 0, 0], [0, 0, 8, 8, 0, 0, 0], [0, 0, 8, 8, 8, 0, 0], [2, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 2, 2, 2, 2, 2, 0], [0, 0, 0, 2, 2, 0, 0], [0, 0, 2, 2, 0, 0, 0], [0, 0, 2, 2, 2, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",7,7,7,7
1131,aabf363d,"[[0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0], [0, 2, 2, 2, 2, 0, 0], [0, 0, 2, 2, 2, 0, 0], [0, 0, 0, 2, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0], [0, 4, 4, 4, 0, 0, 0], [0, 0, 4, 0, 0, 0, 0], [0, 4, 4, 4, 4, 0, 0], [0, 0, 4, 4, 4, 0, 0], [0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",7,7,7,7
1132,aabf363d,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0], [0, 0, 3, 3, 3, 0, 0], [0, 3, 3, 3, 3, 0, 0], [0, 3, 3, 0, 0, 0, 0], [0, 0, 3, 3, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0], [0, 0, 6, 6, 6, 0, 0], [0, 6, 6, 6, 6, 0, 0], [0, 6, 6, 0, 0, 0, 0], [0, 0, 6, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0]]",7,7,7,7
1133,aba27056,"[[0, 2, 2, 2, 2, 0, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 2, 0, 0, 0, 0, 0], [0, 2, 2, 2, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 2, 2, 2, 2, 0, 4, 0, 0, 0], [0, 2, 4, 4, 2, 4, 0, 0, 0, 0], [0, 2, 4, 4, 4, 4, 4, 4, 4, 4], [0, 2, 4, 4, 4, 4, 4, 4, 4, 4], [0, 2, 4, 4, 4, 4, 4, 4, 4, 4], [0, 2, 4, 4, 4, 4, 4, 4, 4, 4], [0, 2, 4, 4, 4, 4, 4, 4, 4, 4], [0, 2, 4, 4, 2, 4, 0, 0, 0, 0], [0, 2, 2, 2, 2, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4, 0, 0]]",10,10,10,10
1134,aba27056,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 6, 6, 0, 6, 6, 0], [0, 6, 0, 0, 0, 6, 0], [0, 6, 6, 6, 6, 6, 0]]","[[0, 0, 0, 4, 0, 0, 0], [4, 0, 0, 4, 0, 0, 4], [0, 4, 0, 4, 0, 4, 0], [0, 0, 4, 4, 4, 0, 0], [0, 6, 6, 4, 6, 6, 0], [0, 6, 4, 4, 4, 6, 0], [0, 6, 6, 6, 6, 6, 0]]",7,7,7,7
1135,aba27056,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 7, 7, 7, 7, 7], [0, 0, 0, 0, 7, 0, 0, 0, 7], [0, 0, 0, 0, 0, 0, 0, 0, 7], [0, 0, 0, 0, 0, 0, 0, 0, 7], [0, 0, 0, 0, 0, 0, 0, 0, 7], [0, 0, 0, 0, 7, 0, 0, 0, 7], [0, 0, 0, 0, 7, 7, 7, 7, 7]]","[[4, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 4, 0, 7, 7, 7, 7, 7], [0, 0, 0, 4, 7, 4, 4, 4, 7], [4, 4, 4, 4, 4, 4, 4, 4, 7], [4, 4, 4, 4, 4, 4, 4, 4, 7], [4, 4, 4, 4, 4, 4, 4, 4, 7], [0, 0, 0, 4, 7, 4, 4, 4, 7], [0, 0, 4, 0, 7, 7, 7, 7, 7]]",9,9,9,9
1136,aba27056,"[[3, 3, 3, 3, 3, 3], [3, 0, 0, 0, 0, 3], [3, 0, 0, 0, 0, 3], [3, 3, 0, 0, 3, 3], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[[3, 3, 3, 3, 3, 3], [3, 4, 4, 4, 4, 3], [3, 4, 4, 4, 4, 3], [3, 3, 4, 4, 3, 3], [0, 4, 4, 4, 4, 0], [4, 0, 4, 4, 0, 4]]",6,6,6,6
1138,ac0a08a4,"[[2, 0, 0], [0, 0, 7], [0, 0, 0]]","[[2, 2, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 7, 7], [0, 0, 0, 0, 7, 7], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",3,3,6,6
1139,ac0a08a4,"[[0, 4, 0], [0, 0, 8], [6, 0, 0]]","[[0, 0, 0, 4, 4, 4, 0, 0, 0], [0, 0, 0, 4, 4, 4, 0, 0, 0], [0, 0, 0, 4, 4, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 8, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8, 8], [6, 6, 6, 0, 0, 0, 0, 0, 0], [6, 6, 6, 0, 0, 0, 0, 0, 0], [6, 6, 6, 0, 0, 0, 0, 0, 0]]",3,3,9,9
1145,ae4f1146,"[[8, 8, 8, 0, 0, 0, 8, 1, 8], [8, 8, 8, 0, 0, 0, 1, 8, 1], [1, 8, 8, 0, 0, 0, 8, 1, 8], [0, 0, 0, 8, 1, 8, 0, 0, 0], [0, 0, 0, 8, 8, 1, 0, 0, 0], [0, 0, 0, 1, 8, 8, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 8], [0, 0, 0, 0, 0, 0, 8, 1, 1], [0, 0, 0, 0, 0, 0, 1, 1, 8]]","[[1, 1, 8], [8, 1, 1], [1, 1, 8]]",9,9,3,3
1146,ae4f1146,"[[8, 8, 8, 0, 0, 0, 0, 0, 0], [1, 8, 8, 0, 8, 1, 8, 0, 0], [8, 8, 8, 0, 1, 1, 8, 0, 0], [0, 0, 0, 0, 8, 8, 8, 0, 0], [0, 8, 8, 1, 0, 0, 0, 0, 0], [0, 8, 8, 8, 0, 0, 8, 1, 8], [0, 8, 1, 8, 0, 0, 1, 8, 1], [0, 0, 0, 0, 0, 0, 1, 8, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[8, 1, 8], [1, 8, 1], [1, 8, 1]]",9,9,3,3
1147,ae4f1146,"[[0, 8, 8, 1, 0, 0, 0, 0, 0], [0, 8, 1, 8, 0, 8, 1, 8, 0], [0, 8, 8, 8, 0, 1, 8, 8, 0], [0, 0, 0, 0, 0, 8, 8, 1, 0], [0, 0, 8, 1, 8, 0, 0, 0, 0], [0, 0, 1, 1, 8, 0, 0, 0, 0], [0, 0, 8, 8, 1, 0, 8, 8, 8], [0, 0, 0, 0, 0, 0, 8, 8, 8], [0, 0, 0, 0, 0, 0, 1, 8, 8]]","[[8, 1, 8], [1, 1, 8], [8, 8, 1]]",9,9,3,3
1148,ae4f1146,"[[0, 0, 0, 0, 8, 8, 8, 0, 0], [8, 8, 8, 0, 8, 8, 8, 0, 0], [8, 8, 8, 0, 1, 8, 8, 0, 0], [8, 8, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 8, 1, 8], [8, 1, 8, 0, 0, 0, 1, 1, 8], [8, 8, 1, 0, 0, 0, 1, 8, 1], [1, 8, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[8, 1, 8], [1, 1, 8], [1, 8, 1]]",9,9,3,3
1149,ae4f1146,"[[0, 0, 1, 1, 8, 0, 0, 0, 0], [0, 0, 8, 8, 1, 0, 8, 1, 1], [0, 0, 1, 1, 8, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0, 8, 1, 8], [8, 8, 8, 0, 0, 0, 0, 0, 0], [8, 8, 1, 0, 8, 1, 8, 0, 0], [1, 8, 8, 0, 1, 8, 8, 0, 0], [0, 0, 0, 0, 8, 8, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[8, 1, 1], [1, 1, 1], [8, 1, 8]]",9,9,3,3
1150,aedd82e4,"[[2, 2, 0, 2], [0, 2, 0, 0], [0, 0, 2, 0], [2, 0, 0, 0], [0, 0, 2, 2]]","[[2, 2, 0, 1], [0, 2, 0, 0], [0, 0, 1, 0], [1, 0, 0, 0], [0, 0, 2, 2]]",4,5,4,5
1151,aedd82e4,"[[0, 2, 2], [0, 2, 2], [2, 0, 0]]","[[0, 2, 2], [0, 2, 2], [1, 0, 0]]",3,3,3,3
1152,aedd82e4,"[[2, 2, 2, 0], [0, 2, 0, 0], [0, 0, 0, 2], [0, 2, 0, 0]]","[[2, 2, 2, 0], [0, 2, 0, 0], [0, 0, 0, 1], [0, 1, 0, 0]]",4,4,4,4
1153,aedd82e4,"[[2, 2, 0, 0], [0, 2, 0, 0], [2, 2, 0, 2], [0, 0, 0, 0], [0, 2, 2, 2]]","[[2, 2, 0, 0], [0, 2, 0, 0], [2, 2, 0, 1], [0, 0, 0, 0], [0, 2, 2, 2]]",4,5,4,5
1154,aedd82e4,"[[2, 2, 0], [2, 0, 2], [0, 2, 0]]","[[2, 2, 0], [2, 0, 1], [0, 1, 0]]",3,3,3,3
1155,af902bf9,"[[0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 4, 0, 0, 0, 4], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1156,af902bf9,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 4, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1157,af902bf9,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 2, 2, 2, 2, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
1158,af902bf9,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 4]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 4], [0, 0, 0, 0, 0, 2, 2, 2, 2, 0], [0, 0, 0, 0, 0, 2, 2, 2, 2, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0, 4]]",10,10,10,10
1159,b0c4d837,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0]]","[[8, 0, 0], [0, 0, 0], [0, 0, 0]]",9,9,3,3
1160,b0c4d837,"[[0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0], [0, 5, 0, 0, 5, 0], [0, 5, 0, 0, 5, 0], [0, 5, 8, 8, 5, 0], [0, 5, 5, 5, 5, 0]]","[[8, 8, 8], [0, 0, 0], [0, 0, 0]]",6,6,3,3
1161,b0c4d837,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0]]","[[8, 8, 8], [0, 0, 8], [0, 0, 0]]",9,9,3,3
1162,b0c4d837,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 0, 0, 0, 5, 0], [0, 5, 0, 0, 0, 0, 0, 5, 0], [0, 5, 0, 0, 0, 0, 0, 5, 0], [0, 5, 8, 8, 8, 8, 8, 5, 0], [0, 5, 8, 8, 8, 8, 8, 5, 0], [0, 5, 8, 8, 8, 8, 8, 5, 0], [0, 5, 5, 5, 5, 5, 5, 5, 0]]","[[8, 8, 8], [0, 0, 0], [0, 0, 0]]",9,9,3,3
1163,b0c4d837,"[[0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 0, 0, 0, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 8, 8, 8, 5, 0, 0], [0, 0, 5, 5, 5, 5, 5, 0, 0]]","[[8, 8, 0], [0, 0, 0], [0, 0, 0]]",9,9,3,3
1164,b0c4d837,"[[0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 5, 0], [0, 5, 8, 8, 5, 0], [0, 5, 8, 8, 5, 0], [0, 5, 5, 5, 5, 0]]","[[8, 0, 0], [0, 0, 0], [0, 0, 0]]",6,5,3,3
1165,b0c4d837,"[[0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0], [0, 5, 0, 0, 0, 5, 0], [0, 5, 0, 0, 0, 5, 0], [0, 5, 8, 8, 8, 5, 0], [0, 5, 8, 8, 8, 5, 0], [0, 5, 5, 5, 5, 5, 0]]","[[8, 8, 0], [0, 0, 0], [0, 0, 0]]",7,7,3,3
1167,b190f7f5,"[[2, 0, 4, 0, 8, 0], [0, 3, 0, 8, 8, 8], [0, 0, 0, 0, 8, 0]]","[[0, 2, 0, 0, 0, 0, 0, 4, 0], [2, 2, 2, 0, 0, 0, 4, 4, 4], [0, 2, 0, 0, 0, 0, 0, 4, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 3, 3, 3, 0, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",6,3,9,9
1168,b190f7f5,"[[0, 0, 8, 0, 4, 0], [8, 0, 0, 1, 2, 4], [8, 8, 0, 0, 1, 0]]","[[0, 0, 0, 0, 0, 4, 0, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0], [0, 0, 0, 4, 4, 0, 0, 0, 0], [0, 0, 1, 0, 0, 2, 0, 0, 4], [1, 0, 0, 2, 0, 0, 4, 0, 0], [1, 1, 0, 2, 2, 0, 4, 4, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 0]]",6,3,9,9
1170,b1948b0a,"[[6, 7, 7, 6], [6, 7, 6, 7], [7, 7, 7, 6], [7, 6, 7, 6]]","[[2, 7, 7, 2], [2, 7, 2, 7], [7, 7, 7, 2], [7, 2, 7, 2]]",4,4,4,4
1171,b1948b0a,"[[6, 6, 7, 6], [6, 6, 7, 7], [7, 7, 6, 7]]","[[2, 2, 7, 2], [2, 2, 7, 7], [7, 7, 2, 7]]",4,3,4,3
1172,b1948b0a,"[[7, 7, 7, 6], [6, 6, 7, 6], [7, 7, 6, 7], [7, 6, 7, 7], [7, 6, 7, 6], [6, 6, 6, 7]]","[[7, 7, 7, 2], [2, 2, 7, 2], [7, 7, 2, 7], [7, 2, 7, 7], [7, 2, 7, 2], [2, 2, 2, 7]]",4,6,4,6
1173,b1948b0a,"[[7, 7, 6, 6, 6, 6], [6, 7, 6, 7, 7, 7], [7, 6, 7, 7, 6, 7]]","[[7, 7, 2, 2, 2, 2], [2, 7, 2, 7, 7, 7], [7, 2, 7, 7, 2, 7]]",6,3,6,3
1174,b230c067,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 8, 8, 0, 0, 0, 8, 8, 8, 0], [0, 0, 8, 0, 0, 0, 0, 0, 8, 0], [0, 8, 0, 0, 0, 0, 0, 8, 0, 0], [0, 8, 8, 8, 0, 0, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 8, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0], [0, 0, 0, 0, 8, 0, 0, 0, 0, 0], [0, 0, 0, 8, 8, 8, 8, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 1, 1, 1, 0], [0, 0, 2, 0, 0, 0, 0, 0, 1, 0], [0, 2, 0, 0, 0, 0, 0, 1, 0, 0], [0, 2, 2, 2, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 0, 0, 0]]",10,10,10,10
1175,b230c067,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 8, 8], [0, 8, 8, 8, 8, 0, 0, 8, 0, 8], [0, 8, 0, 0, 8, 0, 0, 8, 8, 8], [0, 8, 8, 8, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 8, 8, 8, 0], [0, 0, 0, 0, 0, 8, 0, 0, 8, 0], [0, 0, 0, 0, 0, 8, 8, 8, 8, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 2, 2], [0, 1, 1, 1, 1, 0, 0, 2, 0, 2], [0, 1, 0, 0, 1, 0, 0, 2, 2, 2], [0, 1, 1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 0], [0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1, 1, 1, 0]]",10,10,10,10
1176,b230c067,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 8, 8, 8, 8], [0, 8, 8, 8, 8, 0, 0, 0, 8, 8], [0, 0, 0, 8, 8, 0, 0, 0, 8, 8], [0, 0, 0, 8, 8, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 8, 8, 8, 8, 0, 0, 0], [0, 0, 0, 0, 0, 8, 8, 0, 0, 0], [0, 0, 0, 0, 0, 8, 8, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2, 2, 2, 2], [0, 1, 1, 1, 1, 0, 0, 0, 2, 2], [0, 0, 0, 1, 1, 0, 0, 0, 2, 2], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",10,10,10,10
